,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
404,elm,Elm,A Delightful Language for Reliable Webapps.,"Elm is a domain-specific programming language for declaratively creating web browser-based graphical user interfaces. Elm is purely functional, and is developed with emphasis on usability, performance, and robustness.",Evan Czaplicki,2012,2017-01-31T21:36:05Z,2022-03-16T09:58:50Z,False
405,sql-server,sql-server,Microsoft SQL Server is a relational database management system (RDBMS).,"Microsoft's SQL Server is a suite of relational database management system (RDBMS) products providing multi-user database access functionality. It originated from the Sybase SQL Server 4.x codebase and Transact-SQL dialect (t-sql), but it has forked significantly since then.

SQL Server is available in multiple versions (typically identified by release year), each of which are subdivided into editions to distinguish between product functionality. The latest released version is SQL Server 2019 which was released on November 4th, 2019.","Sybase, Ashton-Tate, and Microsoft.",1989,2017-01-31T21:20:41Z,2022-03-12T20:55:26Z,False
406,chromium,Chromium,"Chromium is an open-source browser project that aims to build a safer, faster, and more stable way to experience the web.","Chromium is a free and open source codebase for a web browser, principally developed and maintained by Google. Google uses the code to make its Chrome web browser, which has additional features. The Chromium codebase is widely used. Microsoft Edge, Opera, and many other browsers are based on the code.",Google,"September 2, 2008",2017-01-31T22:21:20Z,2022-03-07T13:31:09Z,False
407,neo4j,Neo4j,Neo4j is a graph database management system.,"Neo4j is a graph database management system. It is highly flexible, highly scalable, and uses the Cypher query language to take advantage of its graph-based method of structuring data.","Neo4j, Inc.",2007,2017-01-31T21:31:30Z,2022-03-17T02:50:08Z,False
408,cuda,CUDA,CUDA is a parallel computing platform and programming model for NVIDIA GPUs.,"CUDA® is a parallel computing platform and programming model developed by NVIDIA for general computing on graphical processing units (GPUs). With CUDA, developers are able to dramatically speed up computing applications by harnessing the power of GPUs.",Nvidia,"June 23, 2007",2017-01-31T21:57:49Z,2022-02-25T16:18:44Z,False
409,assembly,Assembly,Assembly is a low-level programming language.,Assembly is a low-level programming language in which there is a very strict correspondence between language instructions and architecture machine code instructions.,Kathleen Booth,1949,2017-01-31T21:43:05Z,2022-03-13T01:47:01Z,False
410,powershell,PowerShell,PowerShell is a task automation and configuration management framework with a command-line shell and a scripting language.,"PowerShell is a task automation and configuration management framework from Microsoft, consisting of a command-line shell and associated scripting language. Initially a Windows component, it was made open source and cross-platform with the introduction of PowerShell Core which is built on .NET Core.",Microsoft,"November 14, 2006",2017-01-31T21:35:24Z,2022-03-18T12:53:30Z,False
411,xml,XML,XML is subset of SGML (Standard Generalized Markup Language) used to store and transport data.,"XML stands for Extensible Markup Language and is a text-based markup language. It is designed to store and transport data. It allows developers to create their own self-descriptive tags, or language, that suits their application.",World Wide Web Consortium,1996,2017-01-31T21:37:42Z,2022-03-19T20:21:19Z,True
412,youtube,YouTube,YouTube is an online video sharing and social media platform owned by Google.,"YouTube is an online video sharing and social media platform owned by Google where users can watch, like, share, comment and upload their own videos. The video service can be accessed on PCs, laptops, tablets and via mobile phones. YouTube is the second most popular site on the web, with visitors watching around 1 billion hours of video every day.","Jawed Karim, Chad Hurley, Steve Chen","February 14, 2005",2017-01-31T20:22:22Z,2022-03-16T14:52:38Z,False
413,mastodon,Mastodon,"Mastodon is a free, decentralized, open-source microblogging network.","Mastodon is a large social media network built as a decentralized federation of independently operated servers. It has a strong focus on privacy and anti-abuse features. Mastodon's server-side technology is Ruby on Rails, and its front end is written in JavaScript (React.js and Redux). It implements both the [OStatus](https://www.w3.org/community/ostatus/) and [ActivityPub](https://activitypub.rocks/) protocols and is thus interoperable with other social networks. [There are several client applications for different platforms available.](https://github.com/tootsuite/documentation/blob/master/Using-Mastodon/Apps.md)",Eugen Rochko,"October 5, 2016",2017-02-01T09:54:34Z,2022-03-19T23:43:19Z,True
414,react-router,React Router,React Router is a fully-featured client and server-side routing library for React.,"React Router is a fully-featured client and server-side routing library for React. React Router runs anywhere React runs; on the web, on the server with node.js, and on React Native.",Ryan Florence & Michael Jackson,November 10 2015,2017-01-31T21:29:04Z,2022-03-09T06:30:58Z,False
415,openstreetmap,OpenStreetMap,OpenStreetMap is a collaborative project to create a free editable map of the world.,"OpenStreetMap provides map data for thousands of web sites, mobile apps, and hardware devices.",Steve Coast,"August 9, 2004",2017-01-31T21:45:44Z,2022-03-16T08:37:23Z,False
416,zsh,Zsh,Zsh (Z shell) is a shell and command language interpreter.,The Z shell (Zsh) is an extended Bourne shell with a large number of improvements and additional features.,Paul Falstad,1990,2016-12-17T15:58:10Z,2022-03-18T08:23:09Z,False
417,actions,Actions,GitHub Actions is a platform for developer workflow orchestration and automation.,"GitHub Actions gives you the flexibility to build an automated software development lifecycle workflow. You can write individual tasks, called actions, and combine them to create a custom workflow. Workflows are custom automated processes that you can set up in your repository to build, test, package, release, or deploy any code project on GitHub.

“With GitHub Actions you can build end-to-end continuous integration (CI) and continuous deployment (CD) capabilities directly in your repository. GitHub Actions powers GitHub's built-in continuous integration service. For more information, see ""[About continuous integration.](https://help.github.com/en/github/automating-your-workflow-with-github-actions/about-continuous-integration)""

#### Featured Actions
  - [actions/stale](https://github.com/actions/stale)
  - [peaceiris/actions-gh-pages](https://github.com/peaceiris/actions-gh-pages)
  - [softprops/action-gh-release](https://github.com/softprops/action-gh-release)
  - [toolmantim/release-drafter](https://github.com/toolmantim/release-drafter)
  
### Getting Started
  - [Hello GitHub Actions](https://lab.github.com/github/hello-github-actions!)
  - [GitHub Actions: Continuous Delivery](https://lab.github.com/githubtraining/github-actions:-continuous-delivery)
  - [JavaScript](https://help.github.com/en/actions/automating-your-workflow-with-github-actions/creating-a-javascript-action)
  - [Ruby](https://dev.to/mscccc/build-a-github-action-with-ruby-3nln)
  - [Rust](https://svartalf.info/posts/2019-09-16-github-actions-for-rust/)
  
#### Community & Support
- [Help Documentation](https://help.github.com/en/github/automating-your-workflow-with-github-actions/about-github-actions)
- [GitHub Actions Community Forum](https://github.community/t5/GitHub-Actions/bd-p/actions)

**Taking Action With GitHub Actions**

[//youtube-embed-unfurl//]: # (GVpIaEoFF3A)",GitHub,"October 16, 2018",2017-01-31T22:02:01Z,2022-03-17T09:28:54Z,False
